now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
3481038640162,1,1370,27704,0,0,1,0,0,1,3090552012,18446744073709551615
3481044269109,38,1370,29769,0,0,2,0,0,1,3090552049,7912214
3481062452247,1408,1370,39815,1,5528,3,0,0,1,3090567119,7363364
3481062546059,2778,1370,48700,1,5528,4,0,0,0,3090568489,6056009
3481062556355,4148,1370,56484,1,5528,5,0,0,0,3090568489,5401232
3481062563962,5518,1370,63302,3,13871,6,0,0,0,3090568489,5044968
3481062612916,6888,1370,69317,4,13878,7,0,0,0,3090576709,4847872
3481079700866,8258,1370,91603,5,13927,8,0,0,0,3090579449,4743425
3481079807069,9628,1370,111210,5,13927,9,0,0,0,3090582189,3828695
3481079817732,10998,1370,128376,5,13927,10,0,0,0,3090582189,3350777
3481079834836,12368,1370,143413,5,13927,11,0,0,0,3090582189,2902723
3481079842734,13738,1370,156579,5,13927,12,0,0,0,3090582189,2598369
3481079851740,15108,1370,157833,5,13927,13,0,0,0,3090582189,2379884
3481079861128,16478,1370,155471,5,13927,14,0,0,0,3090582189,2499857
3481085312462,17848,1370,158781,11,17409,15,0,0,0,3090593149,2537836
3481085359812,19218,1370,161724,9,22749,16,0,0,0,3090593149,2484932
3481085369024,20588,1370,164309,10,22796,17,0,0,0,3090593149,2439712
3481085378203,23328,1370,166580,11,22806,19,0,0,0,3090593149,2534736
3481085385425,24698,1370,168574,13,22815,20,0,0,0,3090593149,2500180
3481085396389,27438,1370,170222,14,22822,22,0,0,0,3090593149,2470606
3481102793432,30178,1370,171998,15,22784,24,0,0,0,3090606849,2575460
3481102888542,32918,1370,173512,16,30990,26,0,0,0,3090609589,2548866
3481102937798,34288,1370,174885,12,23027,27,0,0,0,3090613699,2652957
3481102951419,35658,1370,176101,13,23076,28,0,0,0,3090613699,2632129
3481102963048,37028,1370,177177,14,23090,29,0,0,0,3090613699,2613954
