now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
3152274324831,1,1370,70992,0,0,1,0,0,1,639164870,18446744073709551615
3152280065407,38,1370,67722,0,0,2,0,0,1,639164907,3087671
3152295101077,1408,1370,65457,1,5604,3,0,0,1,639178607,3236762
3152295230563,2778,1370,63604,1,5604,4,0,0,0,639181347,3683639
3152295242451,4148,1370,61995,2,6329,5,0,0,0,639181347,4135588
3152295252487,5518,1370,60597,3,6341,6,0,0,0,639181347,4596499
3152295296517,6888,1370,59418,4,6351,7,0,0,0,639189567,5064277
3152295313858,8258,1370,58330,5,6395,8,0,0,0,639189567,5533676
3152295322474,9628,1370,57387,6,6412,9,0,0,0,639189567,6012686
3152295403007,10998,1370,56643,7,6421,10,0,0,0,639197787,6493456
3152295417965,12368,1370,56006,8,6502,11,0,0,0,639197787,6965732
3152298058566,13738,1370,58090,9,6516,12,0,0,0,639197787,7436346
3152303993040,15108,1370,59669,9,6516,13,0,0,0,639206007,7546909
3152304108125,16478,1370,61166,10,8892,14,0,0,0,639208747,7714558
3152304123318,17848,1370,62387,11,9007,15,0,0,0,639208747,7884118
3152304131324,19218,1370,63463,9,8871,16,0,0,0,639208747,8081170
3152304140588,20588,1370,64414,10,8879,17,0,0,0,639208747,8289554
3152304149221,21958,1370,65255,11,8888,18,0,0,0,639208747,8507467
3152304211654,23328,1370,66053,12,8897,19,0,0,0,639222447,8733736
3152304229635,24698,1370,66769,13,8959,20,0,0,0,639222447,8960077
3152304238538,26068,1370,67334,14,8977,21,0,0,0,639222447,9192289
3152304312217,30178,1370,67903,12,8916,24,0,0,0,639230667,9440698
3152306926487,32918,1370,71015,15,8990,26,0,0,0,639230667,10330029
3152307092773,35658,1370,71138,17,11604,28,0,0,0,639244367,10494684
3152307110578,38398,1370,71263,16,9119,30,0,0,0,639244367,11092805
3152422393439,41138,1370,186656,18,9119,32,0,0,0,639255327,11688534
3152422437365,43878,1370,281719,20,124335,34,0,0,0,639255327,4697411
3152422458450,45248,1370,364810,21,118444,35,0,0,0,639255327,3267937
3152422472503,46618,1370,437528,17,118309,36,0,0,0,639255327,2583701
3152422479754,47988,1370,501163,18,118323,37,0,0,0,639255327,2204384
3152422491402,49358,1370,556856,19,118330,38,0,0,0,639255327,1968221
3152422499945,50728,1370,605595,20,118342,39,0,0,0,639255327,1810737
3152422508136,52098,1370,648251,21,118350,40,0,0,0,639255327,1701202
3152422515855,53468,1370,685582,22,118359,41,0,0,0,639255327,1623075
3152422590409,54838,1370,718322,23,118366,42,0,0,0,639255327,1534696
3152431769506,56208,1370,756148,24,118441,43,0,0,0,639266287,1464747
3152431802214,57578,1370,789279,25,127620,44,0,0,0,639266287,1391473
3152431812832,58948,1370,818189,26,127653,45,0,0,0,639266287,1360836
3152431871015,60318,1370,843544,24,127574,46,0,0,0,639275877,1312752
3152431880718,61688,1370,865738,25,127633,47,0,0,0,639275877,1273294
3152431888049,63058,1370,885166,26,127642,48,0,0,0,639275877,1240652
3152431895431,64428,1370,902173,27,127650,49,0,0,0,639275877,1238185
3152431903527,65798,1370,917062,28,127657,50,0,0,0,639275877,1214844
3152431914699,67168,1370,927387,29,127665,51,0,0,0,639275877,1195120
3152431922352,68538,1370,936429,25,124988,52,0,0,0,639275877,1181815
3152431929514,69908,1370,944348,26,124996,53,0,0,0,639275877,1193811
3152431936648,71278,1370,951284,27,125003,54,0,0,0,639275877,1183800
3152431943765,72648,1370,957360,28,125010,55,0,0,0,639275877,1175169
3152431951040,74018,1370,962684,29,125017,56,0,0,0,639275877,1167711
3152431957977,75388,1370,967349,30,125025,57,0,0,0,639275877,1184023
3152431964973,76758,1370,971438,31,125031,58,0,0,0,639275877,1178313
3152431972164,78128,1370,975024,32,125038,59,0,0,0,639275877,1173353
3152431979181,79498,1370,978168,33,125046,60,0,0,0,639275877,1169037
3152431987011,80868,1370,959871,34,125053,61,0,0,0,639275877,1187689
3152432028799,82238,1370,943903,31,124877,62,0,0,0,639275877,1210329
3152432042160,83608,1370,929945,32,124918,63,0,0,0,639275877,1230804
3152432053861,84978,1370,917742,33,124932,64,0,0,0,639275877,1249278
3152432064421,86348,1370,907076,34,124943,65,0,0,0,639275877,1289774
3152462046065,87718,1370,927725,35,124954,66,0,0,0,639304647,1304940
3152462098047,90458,1370,945845,36,154936,68,0,0,0,639304647,1275895
3152465012973,93198,1370,863795,38,154988,70,0,0,0,639304647,1274627
3152465071369,95938,1370,792060,28,124679,72,0,0,0,639304647,1395701
3152465089855,98678,1370,729310,30,124679,74,0,0,0,639304647,1549781
3152465103358,101418,1370,674418,32,124679,76,0,0,0,639304647,1683125
3152465271163,104158,1370,623570,34,124679,78,0,0,0,639318347,1852619
3152465286371,105528,1370,579093,33,127574,79,0,0,0,639318347,2003688
3152465293958,106898,1370,540183,34,127574,80,0,0,0,639318347,2157580
3152465301448,108268,1370,506145,35,127574,81,0,0,0,639318347,2353572
3152465308680,109638,1370,476368,36,127574,82,0,0,0,639318347,2511849
3152465319144,111008,1370,450324,37,127574,83,0,0,0,639318347,2714875
3152465327015,112378,1370,424699,38,127574,84,0,0,0,639318347,2920563
3152465334267,113748,1370,402284,19,106649,85,0,0,0,639318347,3148394
3152465343184,115118,1370,382680,20,106649,86,0,0,0,639318347,3378309
3152465487548,116488,1370,365670,21,106649,87,0,0,0,639345747,3608654
3152465498914,117858,1370,350798,22,106649,88,0,0,0,639345747,3836464
3152465507525,119228,1370,337794,23,106649,89,0,0,0,639345747,4061596
3152465516049,120598,1370,326424,24,106649,90,0,0,0,639345747,4282846
3152465526004,121968,1370,315011,25,106649,91,0,0,0,639345747,4499178
3152465534261,123338,1370,305033,26,108123,92,0,0,0,639345747,4731771
3152472484658,124708,1370,303252,27,108123,93,0,0,0,639345747,4958414
3152472530764,126078,1370,301740,28,108123,94,0,0,0,639345747,5059818
3152472544566,127448,1370,300431,29,108123,95,0,0,0,639345747,5157817
3152472557949,128818,1370,299299,30,108123,96,0,0,0,639345747,5253252
3152479913162,130188,1370,305664,31,108123,97,0,0,0,639386847,5346359
3152479969590,131558,1370,309551,32,108123,98,0,0,0,639386847,5306742
3152479989481,132928,1370,312973,33,109861,99,0,0,0,639386847,5310918
3152480035425,134298,1370,316013,34,109861,100,0,0,0,639386847,5322887
3152480050874,135668,1370,318688,35,109861,101,0,0,0,639386847,5341046
3152480062961,137038,1370,321040,36,109861,102,0,0,0,639386847,5364996
3152480076165,138408,1370,323112,37,109861,103,0,0,0,639386847,5393969
3152480088704,139778,1370,324937,38,109861,104,0,0,0,639386847,5427220
3152480102229,141148,1370,299310,39,109861,105,0,0,0,639386847,5464197
3152480133748,142518,1370,276918,29,36280,106,0,0,0,639386847,6005278
3152480147663,143888,1370,257339,30,36280,107,0,0,0,639386847,6570031
3152480162004,145258,1370,240222,31,36280,108,0,0,0,639386847,7155075
3152480175441,146628,1370,225258,32,36280,109,0,0,0,639386847,7756158
3152480188839,147998,1370,212177,33,36280,110,0,0,0,639386847,8368714
3152480202435,149368,1370,200745,34,36280,111,0,0,0,639386847,8987967
3152480216108,150738,1370,190756,35,36280,112,0,0,0,639386847,9609006
3152501828747,152108,1370,203628,36,36280,113,0,0,0,639437537,10227096
3152501878024,153478,1370,214941,37,36725,114,0,0,0,639437537,9688255
3152501891455,154848,1370,224616,38,36775,115,0,0,0,639437537,9280314
3152501900274,156218,1370,233090,29,36548,116,0,0,0,639437537,8978167
3152501908592,157588,1370,240513,30,36557,117,0,0,0,639437537,8745806
3152501917185,158958,1370,247017,31,36565,118,0,0,0,639437537,8567021
3152501925679,160328,1370,252716,32,36574,119,0,0,0,639437537,8430189
3152501933691,161698,1370,257711,33,36582,120,0,0,0,639437537,8326817
3152501941570,163068,1370,262090,34,36590,121,0,0,0,639437537,8250482
3152501949750,164438,1370,265929,35,36598,122,0,0,0,639437537,8196268
3152501959335,165808,1370,269298,36,36606,123,0,0,0,639437537,8160373
3152501967047,167178,1370,272254,37,36616,124,0,0,0,639437537,8139681
3152501974893,168548,1370,274848,38,36624,125,0,0,0,639437537,8131818
3152501982574,171288,1370,277125,39,36631,127,0,0,0,639437537,8134823
3152501990819,174028,1370,279126,41,36639,129,0,0,0,639437537,8226179
3152501998686,176768,1370,280885,43,36647,131,0,0,0,639437537,8324269
3152502034205,179508,1370,282460,45,36655,133,0,0,0,639437537,8428217
3152502048034,180878,1370,283852,47,36691,134,0,0,0,639437537,8536429
3152502060374,183618,1370,277812,48,36705,136,0,0,0,639437537,8571790
3152539306684,186358,1370,309773,40,36483,138,0,0,0,639501927,8915957
3152539357152,189098,1370,337790,42,66749,140,0,0,0,639501927,8137571
3152539370133,191838,1370,362318,44,66800,142,0,0,0,639501927,7592409
3152539381089,194578,1370,383791,46,66813,144,0,0,0,639501927,7199421
3152539389780,197318,1370,402588,48,66824,146,0,0,0,639501927,6910844
3152539403991,200058,1370,419049,50,66832,148,0,0,0,639501927,6697069
3152539410525,202798,1370,433459,52,66846,150,0,0,0,639501927,6538614
3152539419383,205538,1370,446077,54,66853,152,0,0,0,639501927,6422383
3152539427083,208278,1370,457126,56,66862,154,0,0,0,639501927,6338995
3152539435472,211018,1370,466802,58,66870,156,0,0,0,639501927,6281681
3152539446699,213758,1370,475279,60,66878,158,0,0,0,639501927,6245388
3152539455634,216498,1370,482706,62,66889,160,0,0,0,639501927,6226237
3152539461410,219238,1370,489210,64,66898,162,0,0,0,639501927,6221260
3152539496755,221978,1370,494936,66,66904,164,0,0,0,639501927,6228163
3152539512134,227458,1370,478926,68,66939,168,0,0,0,639501927,6244686
3152539540049,230198,1370,464946,56,59296,170,0,0,0,639501927,6636515
3152539549731,235678,1370,452722,58,59324,174,0,0,0,639501927,6930353
3152544676377,238418,1370,447153,62,59333,176,0,0,0,639558097,7311153
3152544714344,241158,1370,442318,64,64460,178,0,0,0,639558097,7500251
3152544725105,243898,1370,438099,66,64498,180,0,0,0,639558097,7681351
3152544734523,246638,1370,434416,68,64509,182,0,0,0,639558097,7855393
3152544743358,249378,1370,431202,70,64518,184,0,0,0,639558097,8022908
3152544759863,252118,1370,428406,72,64527,186,0,0,0,639558097,8082708
3152544765555,254858,1370,425966,74,64543,188,0,0,0,639558097,8186626
3152544771398,257598,1370,423837,76,64549,190,0,0,0,639558097,8233520
3152544776216,260338,1370,421979,78,64555,192,0,0,0,639558097,8326597
3152544792743,263078,1370,420369,80,64560,194,0,0,0,639558097,8363259
3152544802145,265818,1370,418970,82,64576,196,0,0,0,639558097,8447435
3152544807263,268558,1370,417751,84,64586,198,0,0,0,639558097,8475642
3152544812135,271298,1370,416690,86,64591,200,0,0,0,639558097,8552846
3152544816909,272668,1370,415765,88,64596,201,0,0,0,639558097,8574623
3152544823029,275408,1370,406551,89,64600,203,0,0,0,639558097,8646422
3152544838365,278148,1370,398504,67,42763,205,0,0,0,639558097,8842383
3152544845985,280888,1370,391469,69,42778,207,0,0,0,639558097,9075944
3152544857660,283628,1370,385326,71,42785,209,0,0,0,639558097,9239045
3152544865704,286368,1370,379959,73,42797,211,0,0,0,639558097,9443224
3152567697326,289108,1370,398095,75,42805,213,0,0,0,639622487,9576612
3152567753953,291848,1370,414020,77,65637,215,0,0,0,639622487,9195393
3152567776741,294588,1370,427977,79,65693,217,0,0,0,639622487,8841698
3152567785288,297328,1370,440198,81,65716,219,0,0,0,639622487,8604574
3152567887614,300068,1370,450994,83,65725,221,0,0,0,639622487,8365689
3152567906493,302808,1370,460459,85,65827,223,0,0,0,639622487,8214033
3152567916234,305548,1370,468751,87,65846,225,0,0,0,639622487,8045189
3152567928769,308288,1370,476019,89,65856,227,0,0,0,639622487,7949636
3152567940550,311028,1370,482390,91,65868,229,0,0,0,639622487,7828258
3152567951370,313768,1370,487976,93,65880,231,0,0,0,639622487,7770310
3152567963018,316508,1370,492875,95,65891,233,0,0,0,639622487,7681361
3152567973323,319248,1370,497172,97,65903,235,0,0,0,639622487,7649485
3152567984135,321988,1370,500943,99,65913,237,0,0,0,639622487,7583371
3152567994745,324728,1370,504253,101,65924,239,0,0,0,639622487,7570042
3152568034616,327468,1370,507189,103,65934,241,0,0,0,639622487,7520351
3152568047700,330208,1370,509771,105,65974,243,0,0,0,639622487,7520036
3152568060194,332948,1370,512043,107,65987,245,0,0,0,639622487,7481947
3152568071803,335688,1370,514042,109,66000,247,0,0,0,639622487,7491558
3152568083389,337058,1370,515803,111,66011,248,0,0,0,639622487,7462425
3152568095802,339798,1370,479867,112,66023,250,0,0,0,639622487,7436947
3152568139586,342538,1370,448467,76,45901,252,0,0,0,639622487,8039560
3152568153446,345278,1370,421006,78,45901,254,0,0,0,639622487,8602461
3152568165128,348018,1370,396990,80,45901,256,0,0,0,639622487,9215640
3152568177210,350758,1370,375988,82,45901,258,0,0,0,639622487,9773142
3152568190231,353498,1370,357624,84,45901,260,0,0,0,639622487,10377352
3152568201973,356238,1370,341566,86,45901,262,0,0,0,639622487,10910229
3152568247310,361718,1370,327562,88,45901,266,0,0,0,639622487,11487326
3152576949070,364458,1370,324010,92,45901,268,0,0,0,639686877,12045353
3152577020651,367198,1370,320973,94,45901,270,0,0,0,639686877,12312706
3152577033641,369938,1370,318329,96,45901,272,0,0,0,639686877,12565792
3152577043960,372678,1370,316025,98,45901,274,0,0,0,639686877,12807881
3152577054114,375418,1370,314020,100,45901,276,0,0,0,639686877,13039981
3152577063932,378158,1370,312275,102,45901,278,0,0,0,639686877,13262849
3152577073560,380898,1370,310758,104,45901,280,0,0,0,639686877,13477351
3152577083524,383638,1370,309441,106,45901,282,0,0,0,639686877,13684217
3152577093477,386378,1370,308298,108,45901,284,0,0,0,639686877,13884133
3152577103484,389118,1370,307308,110,45901,286,0,0,0,639686877,14077807
3152577113153,391858,1370,306452,112,45901,288,0,0,0,639686877,14265818
3152577122782,393228,1370,305712,114,45901,289,0,0,0,639686877,14448722
3152577134114,395968,1370,297569,115,45901,291,0,0,0,639686877,14555398
3152577146849,398708,1370,290456,80,44996,293,0,0,0,639686877,15101035
3152577157453,401448,1370,284243,82,44996,295,0,0,0,639686877,15621780
3152577167542,404188,1370,278817,84,44996,297,0,0,0,639686877,16117476
3152577177621,406928,1370,274079,86,44996,299,0,0,0,639686877,16588371
3152577187693,409668,1370,269944,88,44996,301,0,0,0,639686877,17035088
3152577197632,412408,1370,266335,90,44996,303,0,0,0,639686877,17458435
3152577207611,415148,1370,263188,92,44996,305,0,0,0,639686877,17859612
3152582297845,417888,1370,265524,94,44996,307,0,0,0,639751267,18239737
3152582341914,420628,1370,267612,96,44996,309,0,0,0,639751267,18244377
3152582362073,423368,1370,269460,98,44996,311,0,0,0,639751267,18265847
3152582374107,426108,1370,271089,100,44996,313,0,0,0,639751267,18303273
3152582387616,428848,1370,272527,102,44996,315,0,0,0,639751267,18355005
3152582398707,431588,1370,273797,104,44996,317,0,0,0,639751267,18419019
3152582409222,434328,1370,274919,106,44996,319,0,0,0,639751267,18493701
