now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
3487293151063,1,1370,27816,0,0,1,0,0,1,2823191301,18446744073709551615
3487300385399,38,1370,31458,0,0,2,0,0,1,2823191338,7880356
3487369015199,1408,1370,93008,1,7119,3,0,0,1,2823206408,6968020
3487380233272,2778,1370,158082,1,7119,4,0,0,0,2823207778,2592465
3487380288359,4148,1370,215077,1,7119,5,0,0,0,2823207778,1663946
3487380305908,5518,1370,264965,1,7119,6,0,0,0,2823207778,1324920
3487380397738,6888,1370,308709,1,7119,7,0,0,0,2823215998,1158190
3487388707026,8258,1370,355232,1,7119,8,0,0,0,2823215998,1065080
3487388766577,9628,1370,395998,1,7119,9,0,0,0,2823215998,987298
3487388862174,10998,1370,431765,1,7119,10,0,0,0,2823224218,941014
3487388882316,12368,1370,463081,1,7119,11,0,0,0,2823224218,863062
3487388891022,13738,1370,490491,1,7119,12,0,0,0,2823224218,804697
3487388901137,15108,1370,503067,1,7119,13,0,0,0,2823224218,759728
3487388911231,16478,1370,451333,1,7119,14,0,0,0,2823224218,784309
3487401990581,17848,1370,416594,11,74229,15,0,0,0,2823231068,874210
3487402044434,19218,1370,386251,9,76780,16,0,0,0,2823231068,947109
3487402066396,20588,1370,359723,10,76780,17,0,0,0,2823231068,1021511
3487402080292,21958,1370,336525,11,76780,18,0,0,0,2823231068,1157779
3487402088574,24698,1370,316235,12,76780,20,0,0,0,2823231068,1237590
3487416613505,27438,1370,304545,14,76780,22,0,0,0,2823242028,1316995
3487416663376,30178,1370,294366,13,85178,24,0,0,0,2823242028,1439524
3487426192214,32918,1370,294989,15,85178,26,0,0,0,2823248878,1489302
3487426307577,35658,1370,288150,17,85178,28,0,0,0,2823254358,1634772
3487426333816,38398,1370,282192,14,37396,30,0,0,0,2823254358,1825715
3487426341946,39768,1370,276986,16,37422,31,0,0,0,2823254358,2019617
3487426444498,42508,1370,263118,17,37430,33,0,0,0,2823268058,2136714
3487429219382,45248,1370,253759,13,25376,35,0,0,0,2823268058,2415950
3487429251053,47988,1370,245602,15,27131,37,0,0,0,2823268058,2677816
3487429269979,50728,1370,238482,17,27163,39,0,0,0,2823268058,2945252
3487455974002,53468,1370,243416,19,27181,41,0,0,0,2823289978,3217014
3487456040445,56208,1370,247799,17,39311,43,0,0,0,2823289978,3241857
3487456058720,57578,1370,251653,19,39377,44,0,0,0,2823289978,3184516
3487456075637,60318,1370,250037,20,39395,46,0,0,0,2823289978,3222850
3487456088986,61688,1370,248636,20,37461,47,0,0,0,2823289978,3243679
3487456096747,63058,1370,247418,21,37461,48,0,0,0,2823289978,3261957
3487456107408,64428,1370,246251,22,37461,49,0,0,0,2823289978,3366610
3487459082902,65798,1370,248205,18,30074,50,0,0,0,2823307788,3382564
3487459109733,67168,1370,249942,19,32741,51,0,0,0,2823307788,3355935
3487459121283,68538,1370,251474,20,32768,52,0,0,0,2823307788,3332613
3487459137294,69908,1370,252830,21,32780,53,0,0,0,2823307788,3399476
3487459153655,71278,1370,254033,22,32796,54,0,0,0,2823307788,3381244
3487459170753,72648,1370,255102,23,32812,55,0,0,0,2823307788,3365232
3487459185662,74018,1370,256053,24,32829,56,0,0,0,2823307788,3351130
3487459202066,75388,1370,256902,25,32844,57,0,0,0,2823307788,3424291
3487459210544,76758,1370,257653,26,32861,58,0,0,0,2823307788,3412974
3487459219406,78128,1370,255387,27,32869,59,0,0,0,2823307788,3403026
3487459227907,79498,1370,253412,20,29950,60,0,0,0,2823307788,3433220
3487459324659,80868,1370,251781,21,29958,61,0,0,0,2823326968,3546477
3487459334916,82238,1370,250364,22,30055,62,0,0,0,2823326968,3569451
3487459343380,83608,1370,249133,23,30065,63,0,0,0,2823326968,3589653
3487459351059,84978,1370,248064,24,30074,64,0,0,0,2823326968,3607390
3487459359071,86348,1370,247136,25,30082,65,0,0,0,2823326968,3711300
3487459367194,87718,1370,246332,26,30090,66,0,0,0,2823326968,3725236
3487459374885,89088,1370,245636,27,30098,67,0,0,0,2823326968,3737395
3487459382530,90458,1370,245035,28,30105,68,0,0,0,2823326968,3747984
3487459390220,91828,1370,244517,29,30113,69,0,0,0,2823326968,3846634
3487478783519,93198,1370,263457,30,30121,70,0,0,0,2823326968,3854783
3487478828594,94568,1370,280074,31,49514,71,0,0,0,2823326968,3577661
