now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
3145923527492,1,1370,28304,0,0,1,0,0,1,3094180620,18446744073709551615
3145930134406,38,1370,31241,0,0,2,0,0,1,3094180657,7744488
3145946044874,1408,1370,39487,1,6475,3,0,0,1,3094195727,7016420
3145946126509,2778,1370,46785,1,6475,4,0,0,0,3094197097,6106313
3145946138149,4148,1370,53182,2,12233,5,0,0,0,3094197097,5622314
3145946146066,5518,1370,58788,3,12245,6,0,0,0,3094197097,5358203
3145946200910,6888,1370,63747,4,12253,7,0,0,0,3094205317,5220112
3145946216410,6888,1370,68027,5,12307,8,0,0,0,3094205317,5157889
3145946309989,12368,1370,71865,6,12323,11,0,0,0,3094209427,4833374
3145946388091,13738,1370,75302,9,12416,12,0,0,0,3094217647,5490294
3145952413722,15108,1370,73287,10,12495,13,0,0,0,3094219017,5239701
3145994419484,16478,1370,112453,10,12495,14,0,0,0,3094223127,5682863
3145994523685,17848,1370,146767,11,48375,15,0,0,0,3094224497,3898517
3145994533448,19218,1370,176802,9,48377,16,0,0,0,3094224497,3136399
3145994542654,20588,1370,203091,10,48387,17,0,0,0,3094224497,2727570
3145994549652,23328,1370,226101,11,48396,19,0,0,0,3094224497,2482433
3145994557594,24698,1370,246243,13,48403,20,0,0,0,3094224497,2423695
3146006150665,27438,1370,275370,14,48411,22,0,0,0,3094240937,2314461
3146006266044,28808,1370,300972,14,59934,23,0,0,0,3094246417,2228855
3146006285926,31548,1370,323305,15,60050,25,0,0,0,3094246417,2039259
3146006294127,34288,1370,342855,14,59976,27,0,0,0,3094246417,1966192
3146006305387,37028,1370,359973,16,59985,29,0,0,0,3094246417,1854078
3146006313805,39768,1370,374874,18,59996,31,0,0,0,3094246417,1826803
3146006374073,41138,1370,381940,18,53900,32,0,0,0,3094260117,1754189
3146013795031,43878,1370,373975,19,53961,34,0,0,0,3094260117,1721736
3146013855935,45248,1370,346519,20,48375,35,0,0,0,3094260117,1817019
3146013875162,46618,1370,322515,15,48412,36,0,0,0,3094260117,1960989
3146013881524,47988,1370,301517,16,48412,37,0,0,0,3094260117,2106940
3146013890611,49358,1370,283153,17,48412,38,0,0,0,3094260117,2326369
3146013898941,50728,1370,267092,18,48412,39,0,0,0,3094260117,2477247
3146013906969,52098,1370,253047,19,48412,40,0,0,0,3094260117,2626211
3146014043543,53468,1370,240895,20,48412,41,0,0,0,3094276557,2771975
3146014055622,54838,1370,230274,21,48412,42,0,0,0,3094276557,3002802
3146014066365,56208,1370,220991,22,48412,43,0,0,0,3094276557,3236492
3146014081525,57578,1370,212884,23,48412,44,0,0,0,3094276557,3471634
3146014094417,58948,1370,205803,24,48412,45,0,0,0,3094276557,3706807
3146014106690,60318,1370,199619,25,48412,46,0,0,0,3094276557,3940856
3146024205385,61688,1370,192684,26,48412,47,0,0,0,3094292997,4172749
3146024301881,63058,1370,186712,25,59945,48,0,0,0,3094295737,4436694
3146024313947,64428,1370,181498,26,59945,49,0,0,0,3094295737,4696002
3146024321623,65798,1370,176944,27,59945,50,0,0,0,3094295737,4951679
3146024366696,67168,1370,172873,28,59945,51,0,0,0,3094303957,5203002
3146024376775,68538,1370,169321,20,53870,52,0,0,0,3094303957,5452326
3146024384165,69908,1370,166221,21,53870,53,0,0,0,3094303957,5696162
3146028644038,71278,1370,167769,22,53870,54,0,0,0,3094303957,5934268
3146028769897,72648,1370,169248,23,53870,55,0,0,0,3094314917,6010168
3146028780793,74018,1370,170553,24,53870,56,0,0,0,3094314917,6087162
3146028788298,75388,1370,171703,25,53870,57,0,0,0,3094314917,6169108
3146028795670,76758,1370,172717,26,53870,58,0,0,0,3094314917,6255452
3146028803004,78128,1370,173612,27,53870,59,0,0,0,3094314917,6345640
3146028810126,79498,1370,174402,28,53870,60,0,0,0,3094314917,6439186
3146028818140,80868,1370,167508,29,53870,61,0,0,0,3094314917,6535704
3146028835426,82238,1370,161493,21,19347,62,0,0,0,3094314917,6935549
3146028842691,83608,1370,156237,22,19347,63,0,0,0,3094314917,7329605
3146028850062,84978,1370,151646,23,19347,64,0,0,0,3094314917,7716482
3146028952633,86348,1370,147731,24,19347,65,0,0,0,3094342317,8094641
3146028962333,87718,1370,144315,25,19347,66,0,0,0,3094342317,8457534
3146028969701,89088,1370,141333,26,19347,67,0,0,0,3094342317,8809617
3146028981927,90458,1370,138736,27,19347,68,0,0,0,3094342317,9150587
3146028989219,91828,1370,136471,28,19347,69,0,0,0,3094342317,9479875
3146029019421,93198,1370,134520,29,19347,70,0,0,0,3094342317,9797832
3146029033665,94568,1370,132826,30,19347,71,0,0,0,3094342317,10102884
3146029054737,95938,1370,131365,31,19347,72,0,0,0,3094342317,10396759
3146029072692,98678,1370,122647,32,19347,74,0,0,0,3094342317,10679252
3146029089716,101418,1370,115036,28,26805,76,0,0,0,3094342317,11795804
3146039207671,102788,1370,118494,30,26805,77,0,0,0,3094375197,12957335
3146039253727,104158,1370,121566,31,26805,78,0,0,0,3094375197,12764190
3146039263144,105528,1370,124264,32,26805,79,0,0,0,3094375197,12621950
3146039270828,106898,1370,126631,33,26805,80,0,0,0,3094375197,12524303
3146039279472,108268,1370,128712,34,26805,81,0,0,0,3094375197,12463298
3146039286639,109638,1370,130539,35,26805,82,0,0,0,3094375197,12432096
3146039294039,111008,1370,132146,36,26805,83,0,0,0,3094375197,12426018
3146039302641,112378,1370,133560,37,26805,84,0,0,0,3094375197,12440785
3146039311666,113748,1370,131935,38,26805,85,0,0,0,3094375197,12473195
3146039326888,115118,1370,130529,38,18053,86,0,0,0,3094375197,12792966
3146039334947,116488,1370,129217,39,18053,87,0,0,0,3094375197,13098698
3146039342338,117858,1370,128077,37,18142,88,0,0,0,3094375197,13401332
3146039349405,119228,1370,127087,38,18142,89,0,0,0,3094375197,13691763
3146039356806,120598,1370,126228,39,18142,90,0,0,0,3094375197,13970901
3146039364334,121968,1370,125484,40,18142,91,0,0,0,3094375197,14239629
3146039371430,123338,1370,124840,41,18142,92,0,0,0,3094375197,14498740
3146039378871,124708,1370,119935,42,18142,93,0,0,0,3094375197,14749118
3146039386283,126078,1370,115652,39,22359,94,0,0,0,3094375197,15535081
3146039393615,127448,1370,111911,40,22359,95,0,0,0,3094375197,16299934
3146039401125,128818,1370,108646,41,22359,96,0,0,0,3094375197,17040684
3146039627071,130188,1370,106015,42,22359,97,0,0,0,3094429997,17754542
3146050287722,131558,1370,114373,43,22359,98,0,0,0,3094429997,18401924
3146050332903,132928,1370,121731,44,22359,99,0,0,0,3094429997,17248826
3146050342793,134298,1370,128179,45,22359,100,0,0,0,3094429997,16386294
3146050354232,135668,1370,133657,46,22359,101,0,0,0,3094429997,15732998
3146050377687,137038,1370,138473,37,21504,102,0,0,0,3094429997,15252175
3146050385755,138408,1370,142695,38,21527,103,0,0,0,3094429997,14880012
3146050393628,139778,1370,146398,39,21535,104,0,0,0,3094429997,14593363
3146050401456,141148,1370,149646,40,21543,105,0,0,0,3094429997,14373966
3146050468551,142518,1370,152555,41,21551,106,0,0,0,3094429997,14208465
3146050482115,143888,1370,155114,42,21618,107,0,0,0,3094429997,14081216
3146059739268,145258,1370,166610,43,21632,108,0,0,0,3094429997,13990226
3146059788555,146628,1370,176718,44,30889,109,0,0,0,3094429997,13024908
3146059797484,147998,1370,185572,45,30938,110,0,0,0,3094429997,12279903
3146059804773,149368,1370,193326,46,30947,111,0,0,0,3094429997,11694005
3146059811964,150738,1370,200118,47,30954,112,0,0,0,3094429997,11338361
3146059819303,152108,1370,206069,48,30961,113,0,0,0,3094429997,10953537
3146059826349,153478,1370,211283,49,30969,114,0,0,0,3094429997,10637213
3146059833472,154848,1370,215852,50,30976,115,0,0,0,3094429997,10374710
3146059840793,156218,1370,219857,51,30983,116,0,0,0,3094429997,10256657
3146059847963,157588,1370,223368,52,30990,117,0,0,0,3094429997,10069818
3146059855609,158958,1370,226448,53,30997,118,0,0,0,3094429997,9911536
3146059862907,160328,1370,229150,54,31005,119,0,0,0,3094429997,9776725
3146059870291,161698,1370,231523,55,31012,120,0,0,0,3094429997,9757102
3146059878744,163068,1370,232925,56,31020,121,0,0,0,3094429997,9657096
3146059886207,164438,1370,234160,45,30789,122,0,0,0,3094429997,9598969
3146059896247,165808,1370,235250,46,30797,123,0,0,0,3094429997,9548343
3146059903374,167178,1370,236211,47,30807,124,0,0,0,3094429997,9597279
3146059910630,168548,1370,237059,48,30814,125,0,0,0,3094429997,9558233
3146059917803,169918,1370,237808,49,30821,126,0,0,0,3094429997,9524042
3146059925186,171288,1370,238471,50,30828,127,0,0,0,3094429997,9494045
3146059932515,172658,1370,239059,51,30836,128,0,0,0,3094429997,9559569
3146059939534,174028,1370,239580,52,30843,129,0,0,0,3094429997,9536055
3146059946787,175398,1370,240043,53,30850,130,0,0,0,3094429997,9515318
3146059953858,176768,1370,240455,54,30857,131,0,0,0,3094429997,9496965
3146130579215,178138,1370,311442,55,30864,132,0,0,0,3094494387,9571853
3146130629845,179508,1370,373605,56,101490,133,0,0,0,3094494387,7390140
3146130643473,180878,1370,428012,57,101540,134,0,0,0,3094494387,6160517
3146130653976,182248,1370,475628,58,101554,135,0,0,0,3094494387,5377419
3146130664299,183618,1370,517303,59,101564,136,0,0,0,3094494387,4885162
3146130675348,184988,1370,553780,60,101575,137,0,0,0,3094494387,4491603
3146130685280,186358,1370,585707,61,101586,138,0,0,0,3094494387,4195745
3146133675090,189098,1370,616633,62,101596,140,0,0,0,3094494387,3967034
3146133715300,191838,1370,643733,64,104586,142,0,0,0,3094494387,3803623
3146133727653,194578,1370,667458,66,104626,144,0,0,0,3094494387,3643498
3146160614797,197318,1370,705235,68,104638,146,0,0,0,3094521787,3546829
3146160665556,200058,1370,738341,50,121213,148,0,0,0,3094521787,3356838
3146160680161,202798,1370,767324,52,121264,150,0,0,0,3094521787,3236011
3146160692645,205538,1370,792696,54,121279,152,0,0,0,3094521787,3113782
3146160703032,208278,1370,814907,56,121291,154,0,0,0,3094521787,3041771
3146160714842,211018,1370,834353,58,121302,156,0,0,0,3094521787,2958865
3146160727516,213758,1370,851381,60,121313,158,0,0,0,3094521787,2916175
3146160905950,216498,1370,866459,62,121326,160,0,0,0,3094545077,2857850
3146160923985,219238,1370,879670,64,121504,162,0,0,0,3094545077,2833417
3146160936307,221978,1370,891243,66,121522,164,0,0,0,3094545077,2790864
3146160948259,224718,1370,901381,68,121535,166,0,0,0,3094545077,2779219
3146160960270,227458,1370,910264,70,121547,168,0,0,0,3094545077,2747961
3146160972724,230198,1370,918048,72,121559,170,0,0,0,3094545077,2745225
3146160988662,232938,1370,924875,74,121571,172,0,0,0,3094545077,2721949
3146161036811,235678,1370,930897,76,121587,174,0,0,0,3094545077,2725557
3146161052995,238418,1370,936182,78,121635,176,0,0,0,3094545077,2707925
3146161064964,241158,1370,940819,80,121651,178,0,0,0,3094545077,2716053
3146161075779,243898,1370,944887,82,121663,180,0,0,0,3094545077,2702666
3146161086562,250748,1370,948458,84,121674,185,0,0,0,3094545077,2714229
3146161126139,253488,1370,884802,54,101133,187,0,0,0,3094545077,2727121
3146161140501,256228,1370,829117,56,101173,189,0,0,0,3094545077,2948094
3146161151678,258968,1370,780404,58,101187,191,0,0,0,3094545077,3146093
3146161162623,261708,1370,737791,60,101198,193,0,0,0,3094545077,3370561
3146161175814,264448,1370,700518,62,101209,195,0,0,0,3094545077,3565237
3146161191770,267188,1370,667920,64,101222,197,0,0,0,3094545077,3786226
3146161204272,269928,1370,639409,66,101238,199,0,0,0,3094545077,3971014
3146161218805,272668,1370,614476,68,101251,201,0,0,0,3094545077,4182362
3146161238142,275408,1370,592680,70,101265,203,0,0,0,3094545077,4352065
3146161249288,278148,1370,573619,72,101285,205,0,0,0,3094545077,4549099
3146161261030,280888,1370,556953,74,101296,207,0,0,0,3094545077,4700262
3146161272935,283628,1370,542381,76,101308,209,0,0,0,3094545077,4880268
3146161285239,286368,1370,529644,78,101319,211,0,0,0,3094545077,5011384
3146185297927,289108,1370,542511,80,101332,213,0,0,0,3094627277,5173286
3146185336830,291848,1370,553809,82,125344,215,0,0,0,3094627277,5050588
3146185346323,294588,1370,563704,84,125383,217,0,0,0,3094627277,4987134
3146185353904,297328,1370,572369,86,125393,219,0,0,0,3094627277,4899592
3146185365135,300068,1370,579963,88,125400,221,0,0,0,3094627277,4863715
3146185372740,302808,1370,586615,90,125412,223,0,0,0,3094627277,4800030
3146185379764,304178,1370,592443,92,125419,224,0,0,0,3094627277,4782966
3146185389060,305548,1370,597552,93,125426,225,0,0,0,3094627277,4735915
3146185396450,306918,1370,602029,94,125436,226,0,0,0,3094627277,4695423
3146185403611,308288,1370,605954,95,125443,227,0,0,0,3094627277,4660506
3146185410963,309658,1370,609395,96,125450,228,0,0,0,3094627277,4666492
3146185417888,311028,1370,612413,97,125457,229,0,0,0,3094627277,4640143
3146185424745,312398,1370,615061,98,125464,230,0,0,0,3094627277,4617276
3146185432560,313768,1370,617386,99,125471,231,0,0,0,3094627277,4597397
3146185441085,315138,1370,569448,100,125479,232,0,0,0,3094627277,4615588
3146185448514,316508,1370,527509,88,126670,233,0,0,0,3094627277,5004144
3146185455864,317878,1370,490820,89,126670,234,0,0,0,3094627277,5401993
3146185463246,319248,1370,458725,90,126670,235,0,0,0,3094627277,5805794
3146185470489,320618,1370,430649,91,126670,236,0,0,0,3094627277,6259785
3146185477892,321988,1370,406089,92,126670,237,0,0,0,3094627277,6667889
3146185484931,323358,1370,384606,93,126670,238,0,0,0,3094627277,7071159
3146185492388,324728,1370,365817,94,126670,239,0,0,0,3094627277,7466134
3146185499972,326098,1370,349383,95,126670,240,0,0,0,3094627277,7909528
3146185507256,327468,1370,335012,96,126670,241,0,0,0,3094627277,8281570
3146185514369,328838,1370,322444,97,126670,242,0,0,0,3094627277,8636824
3146185522149,330208,1370,311455,98,126670,243,0,0,0,3094627277,8973465
3146185769905,331578,1370,302087,99,126670,244,0,0,0,3094691667,9360453
3146185783650,332948,1370,293904,100,126670,245,0,0,0,3094691667,9650729
3146185791874,334318,1370,286751,101,126670,246,0,0,0,3094691667,9919429
3146185798897,335688,1370,280500,102,126670,247,0,0,0,3094691667,10166869
3146185805897,337058,1370,275037,103,126670,248,0,0,0,3094691667,10471586
3146185813291,338428,1370,270265,104,126670,249,0,0,0,3094691667,10679581
3146195631672,339798,1370,275907,105,126670,250,0,0,0,3094691667,10868147
3146195683950,341168,1370,280896,106,126670,251,0,0,0,3094691667,10645906
3146195702379,342538,1370,280752,107,126670,252,0,0,0,3094691667,10534859
3146195710186,343908,1370,280634,94,121329,253,0,0,0,3094691667,10540263
3146195717617,345278,1370,280538,95,121329,254,0,0,0,3094691667,10544695
3146195724880,346648,1370,280461,96,121329,255,0,0,0,3094691667,10548303
3146195731839,348018,1370,280401,97,121329,256,0,0,0,3094691667,10629356
3146195739026,349388,1370,280356,98,121329,257,0,0,0,3094691667,10631631
3146195747029,350758,1370,280325,99,121329,258,0,0,0,3094691667,10633337
3146195754304,352128,1370,280305,100,121329,259,0,0,0,3094691667,10634513
3146195761986,353498,1370,280294,101,121329,260,0,0,0,3094691667,10713472
3146195768950,354868,1370,280292,102,121329,261,0,0,0,3094691667,10713893
3146195776012,356238,1370,280298,103,121329,262,0,0,0,3094691667,10713969
3146195783127,357608,1370,280310,104,121329,263,0,0,0,3094691667,10713740
3146195789939,358978,1370,280327,105,121329,264,0,0,0,3094691667,10791480
3146195796992,360348,1370,280349,106,121329,265,0,0,0,3094691667,10790826
3146195804164,361718,1370,280376,107,121329,266,0,0,0,3094691667,10789979
3146195812647,363088,1370,280407,108,121329,267,0,0,0,3094691667,10788940
3146195820136,364458,1370,280443,109,121329,268,0,0,0,3094691667,10865919
3146195828464,365828,1370,278243,110,121329,269,0,0,0,3094691667,10864525
3146195845549,367198,1370,276335,58,56748,270,0,0,0,3094691667,10950428
3146195853078,368568,1370,274674,59,56748,271,0,0,0,3094691667,11026037
3146195860245,369938,1370,273227,60,56748,272,0,0,0,3094691667,11172517
3146295963285,369938,1370,372064,61,56748,273,0,0,0,3094691667,11231686
3146296044859,369938,1370,458627,62,134678,274,0,0,0,3094691667,8248043
3146296071982,369938,1370,534397,63,134759,275,0,0,0,3094691667,6691276
3146296081997,369938,1370,600706,64,134786,276,0,0,0,3094691667,5783565
3146296092818,369938,1370,658737,65,134796,277,0,0,0,3094691667,5145145
3146296105728,369938,1370,709527,66,134807,278,0,0,0,3094691667,4691887
3146296114251,369938,1370,753978,67,134820,279,0,0,0,3094691667,4356028
3146296122571,369938,1370,792880,68,134829,280,0,0,0,3094691667,4128290
3146296131192,369938,1370,826928,69,134837,281,0,0,0,3094691667,3925739
3146296140480,369938,1370,856729,70,134846,282,0,0,0,3094691667,3764100
3146296148989,369938,1370,882813,71,134855,283,0,0,0,3094691667,3633167
3146296157628,369938,1370,905646,72,134863,284,0,0,0,3094691667,3550650
3146296165617,369938,1370,925633,73,134872,285,0,0,0,3094691667,3461131
3146296173847,369938,1370,943129,74,134880,286,0,0,0,3094691667,3386396
3146296182162,369938,1370,958447,75,134888,287,0,0,0,3094691667,3323575
3146296190135,369938,1370,971859,76,134897,288,0,0,0,3094691667,3293327
3146296198149,369938,1370,983602,77,134905,289,0,0,0,3094691667,3247878
3146296206775,369938,1370,993885,78,134913,290,0,0,0,3094691667,3209102
3146296215128,369938,1370,1002892,79,134921,291,0,0,0,3094691667,3175900
3146296223462,369938,1370,1010781,80,134930,292,0,0,0,3094691667,3169234
3146296235803,369938,1370,1017696,81,134938,293,0,0,0,3094691667,3144499
3146383520980,369938,1370,1111031,82,134950,294,1,0,0,3094691667,3123133
3146383558286,369938,1370,1192738,83,222235,295,1,0,0,3094691667,1219278
3146383589559,369938,1370,1264262,84,222273,296,1,0,0,3094691667,1135753
3146383619164,369938,1370,1326876,85,222304,297,1,0,0,3094691667,1071499
3146383644832,369938,1370,1362174,86,222334,298,1,0,0,3094691667,1020936
3146383653671,369938,1370,1393069,87,222359,299,1,0,0,3094691667,994480
3146383661915,369938,1370,1420110,88,222368,300,1,0,0,3094691667,972425
3146383670017,369938,1370,1443780,89,222376,301,1,0,0,3094691667,953909
3146383677950,369938,1370,1464498,90,222385,302,1,0,0,3094691667,938270
3146383686378,369938,1370,1482635,91,222392,303,1,0,0,3094691667,924996
3146383694885,369938,1370,1498513,92,222401,304,1,0,0,3094691667,913681
3146383703002,369938,1370,1512415,93,222409,305,1,0,0,3094691667,904000
3146383710991,369938,1370,1524587,94,222418,306,1,0,0,3094691667,895690
3146383718778,369938,1370,1535245,95,222425,307,1,0,0,3094691667,888539
3146383726599,369938,1370,1544579,96,222433,308,1,0,0,3094691667,882371
3146383734444,369938,1370,1552754,97,222441,309,1,0,0,3094691667,877038
3146383742380,369938,1370,1559915,98,222449,310,1,0,0,3094691667,872421
3146383750317,369938,1370,1566189,99,222457,311,1,0,0,3094691667,868416
3146383758329,369938,1370,1571687,100,222465,312,1,0,0,3094691667,864937
3146383766358,369938,1370,1576506,101,222473,313,1,0,0,3094691667,861912
3146383778982,369938,1370,1580734,102,222481,314,1,0,0,3094691667,859277
3146383787302,369938,1370,1584443,103,222493,315,1,0,0,3094691667,856979
3146383795391,369938,1370,1587696,104,222502,316,1,0,0,3094691667,854973
3146383803415,369938,1370,1590550,105,222510,317,1,0,0,3094691667,853221
3146383811413,369938,1370,1593056,106,222518,318,1,0,0,3094691667,851690
3146383820469,369938,1370,1595257,107,222526,319,1,0,0,3094691667,850350
3146383828580,369938,1370,1597191,108,222535,320,1,0,0,3094691667,849177
3146383836563,369938,1370,1598892,109,222543,321,1,0,0,3094691667,848149
3146383844815,369938,1370,1600388,110,222551,322,1,0,0,3094691667,847246
3146383852788,369938,1370,1601705,111,222559,323,1,0,0,3094691667,846454
3146383860900,369938,1370,1602865,112,222567,324,1,0,0,3094691667,845758
3146383868780,369938,1370,1603888,113,222575,325,1,0,0,3094691667,845146
3146383879761,369938,1370,1604794,114,222583,326,1,0,0,3094691667,844607
3146383888077,369938,1370,1605596,115,222594,327,1,0,0,3094691667,844130
3146383896657,369938,1370,1603267,116,222603,328,1,0,0,3094691667,843709
3146383904776,369938,1370,1601237,85,198374,329,1,0,0,3094691667,844934
3146383913003,369938,1370,1599470,86,198382,330,1,0,0,3094691667,846005
3146383920935,369938,1370,1597931,87,198391,331,1,0,0,3094691667,846940
3146383928978,369938,1370,1596592,88,198398,332,1,0,0,3094691667,847756
3146383936944,369938,1370,1595428,89,198406,333,1,0,0,3094691667,848467
3146383944693,369938,1370,1594418,90,198414,334,1,0,0,3094691667,849086
3146383952564,369938,1370,1593542,91,198422,335,1,0,0,3094691667,849624
3146469731564,369938,1370,1678555,92,198430,336,1,0,0,3094691667,850091
3146469768938,369938,1370,1752978,93,284209,337,1,0,0,3094691667,807037
3146469800145,369938,1370,1818130,94,284246,338,1,0,0,3094691667,772774
3146469830330,369938,1370,1875168,95,284278,339,1,0,0,3094691667,745082
3146469854482,369938,1370,1925100,96,284308,340,1,0,0,3094691667,722418
