now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
3194316738726,1,1370,28840,0,0,1,0,0,1,497170784,18446744073709551615
3194322296178,38,1370,30673,0,0,2,0,0,1,497170821,7600554
3194343959686,1408,1370,43993,1,5438,3,0,0,1,497185891,7146350
3194344092531,2778,1370,55781,1,5438,4,0,0,0,497187261,5480871
3194344105490,4148,1370,66109,1,5438,5,0,0,0,497187261,4715584
3194344116764,5518,1370,75157,1,5438,6,0,0,0,497187261,4310456
3194344185832,6888,1370,83143,4,17311,7,0,0,0,497195481,4083185
3194344210552,8258,1370,90086,5,17380,8,0,0,0,497195481,3954632
3194344224997,9628,1370,96175,6,17405,9,0,0,0,497195481,3893168
3194344326992,13738,1370,101605,7,17419,12,0,0,0,497203701,3874603
3194351941953,15108,1370,102835,10,17521,13,0,0,0,497207811,3667536
3194352087487,16478,1370,98042,10,17521,14,0,0,0,497210551,3836825
3194352112717,17848,1370,93775,11,17221,15,0,0,0,497210551,4024397
3194352125683,19218,1370,90055,9,17319,16,0,0,0,497210551,4207517
3194352136381,20588,1370,86811,10,17319,17,0,0,0,497210551,4381322
3194353694094,23328,1370,85530,11,17319,19,0,0,0,497210551,4797548
3194353780156,24698,1370,84495,13,17319,20,0,0,0,497220141,4869402
3194353793075,26068,1370,83494,14,17319,21,0,0,0,497220141,4929049
3194353800836,27438,1370,82625,12,17358,22,0,0,0,497220141,5250676
3194356694794,28808,1370,84758,13,17358,23,0,0,0,497220141,5305900
3194356804802,30178,1370,86735,14,17358,24,0,0,0,497228361,5430991
3194356815244,32918,1370,88476,15,17358,26,0,0,0,497228361,5559923
3194356866164,35658,1370,84530,17,17358,28,0,0,0,497236581,5946019
3194364031651,37028,1370,88242,16,22878,29,0,0,0,497242061,6742221
3194364139198,39768,1370,89365,17,22878,31,0,0,0,497244801,6707010
3194364151411,42508,1370,88634,18,13975,33,0,0,0,497244801,7113299
3194364169622,45248,1370,88012,14,10457,35,0,0,0,497244801,7666583
3194364238509,47988,1370,87537,16,10475,37,0,0,0,497261241,8218879
3194364248371,49358,1370,87131,18,10544,38,0,0,0,497261241,8764293
3194368588664,52098,1370,88100,19,10554,40,0,0,0,497261241,9056707
3194392251465,54838,1370,112611,17,12495,42,0,0,0,497274941,9454710
3194392358768,57578,1370,134165,19,35557,44,0,0,0,497280421,7786095
3194392376425,60318,1370,152947,21,35664,46,0,0,0,497280421,6861998
3194392384638,63058,1370,169389,20,35561,48,0,0,0,497280421,6305975
3194392395856,65798,1370,183787,22,35569,50,0,0,0,497280421,5952688
3194392550995,71278,1370,196416,24,35580,54,0,0,0,497302341,5724888
3194392564578,76758,1370,200363,26,35684,58,0,0,0,497302341,5803193
3194392582106,82238,1370,203726,23,28395,62,0,0,0,497302341,6126480
3194392587648,90458,1370,206674,27,28413,68,0,0,0,497302341,6455729
3194392709535,93198,1370,196413,33,28418,70,0,0,0,497331129,7000009
3194392717053,101418,1370,187443,30,24121,76,0,0,0,497331129,7588907
3194405866342,104158,1370,192743,36,24129,78,0,0,0,497331129,8653724
3194410945525,105528,1370,187311,38,37278,79,0,0,0,497331129,8643219
3194410993182,106898,1370,182606,37,35557,80,0,0,0,497331129,9010896
3194411040296,108268,1370,178536,38,35557,81,0,0,0,497331129,9243069
3194411228036,109638,1370,175162,39,35557,82,0,0,0,497359899,9453779
3194411246197,111008,1370,172110,40,35557,83,0,0,0,497359899,9761021
3194411260410,112378,1370,169454,33,35579,84,0,0,0,497359899,9934111
3194411274531,113748,1370,167144,34,35579,85,0,0,0,497359899,10089817
3194411283525,115118,1370,165131,35,35579,86,0,0,0,497359899,10229263
3194411291293,116488,1370,163378,36,35579,87,0,0,0,497359899,10486704
3194411299423,117858,1370,161852,37,35579,88,0,0,0,497359899,10599223
3194434079427,119228,1370,183297,38,35579,89,0,0,0,497390039,10699157
3194434188357,120598,1370,202170,39,41684,90,0,0,0,497394149,9447399
3194434198537,121968,1370,218694,40,41793,91,0,0,0,497394149,8673888
3194434206848,123338,1370,233161,41,41803,92,0,0,0,497394149,8018509
3194438322809,124708,1370,249935,42,41811,93,0,0,0,497394149,7520983
3194438360620,126078,1370,264651,43,45927,94,0,0,0,497394149,7016224
3194438368632,127448,1370,277535,44,45965,95,0,0,0,497394149,6708910
3194438377129,128818,1370,288818,45,45973,96,0,0,0,497394149,6397463
3194438384304,130188,1370,298697,46,45982,97,0,0,0,497394149,6147539
3194438391354,131558,1370,307348,47,45989,98,0,0,0,497394149,5944217
3194438404822,132928,1370,314742,48,45996,99,0,0,0,497394149,5848224
3194438422074,134298,1370,321230,31,45817,100,0,0,0,497394149,5710836
3194438430075,135668,1370,326915,32,45835,101,0,0,0,497394149,5595492
3194438437177,137038,1370,331896,33,45843,102,0,0,0,497394149,5498187
3194438444211,138408,1370,336261,34,45850,103,0,0,0,497394149,5481717
3194438451483,139778,1370,340088,35,45857,104,0,0,0,497394149,5410559
3194438458704,141148,1370,343443,36,45864,105,0,0,0,497394149,5349674
3194438466054,142518,1370,346387,37,45871,106,0,0,0,497394149,5297414
3194438473138,143888,1370,348970,38,45879,107,0,0,0,497394149,5315672
3194438480358,145258,1370,351237,39,45886,108,0,0,0,497394149,5276327
3194438487431,146628,1370,353228,40,45893,109,0,0,0,497394149,5242272
3194438494497,147998,1370,354977,41,45900,110,0,0,0,497394149,5212723
3194438667581,149368,1370,356680,42,45907,111,0,0,0,497433879,5248790
3194438678034,150738,1370,358181,43,46080,112,0,0,0,497433879,5223729
3194438685606,152108,1370,359502,44,46091,113,0,0,0,497433879,5201839
3194438692872,153478,1370,360665,45,46098,114,0,0,0,497433879,5182724
3194438699934,154848,1370,361689,46,46105,115,0,0,0,497433879,5226789
3194438710730,156218,1370,362596,47,46112,116,0,0,0,497433879,5211991
3194438718257,157588,1370,363398,48,46123,117,0,0,0,497433879,5198954
3194438725306,158958,1370,364107,49,46131,118,0,0,0,497433879,5187480
3194438733369,158958,1370,364735,50,46138,119,0,0,0,497433879,5237581
3194438750515,160346,1370,365302,51,46146,120,0,0,0,497433879,5228563
3194446481840,161716,1370,355074,52,46163,121,0,0,0,497433879,5220447
3194446528064,163086,1370,346171,40,35441,122,0,0,0,497433879,5370824
3194446536549,164456,1370,338389,41,35488,123,0,0,0,497433879,5508953
3194446547534,165826,1370,331591,42,35496,124,0,0,0,497433879,5700421
3194446555076,167196,1370,325651,43,35507,125,0,0,0,497433879,5817286
3194446562417,168566,1370,320460,44,35515,126,0,0,0,497433879,5923396
3194446569774,169936,1370,315925,45,35522,127,0,0,0,497433879,6019347
3194446577315,171306,1370,311965,46,35529,128,0,0,0,497433879,6175136
3194446584550,172676,1370,308507,47,35537,129,0,0,0,497433879,6253522
3194446591855,174046,1370,305488,48,35544,130,0,0,0,497433879,6323616
3194446599998,175416,1370,302854,49,35551,131,0,0,0,497433879,6386110
3194446607321,176786,1370,300558,50,35559,132,0,0,0,497433879,6514029
3194466911072,178156,1370,318853,51,35567,133,0,0,0,497433879,6563791
3194466954273,179526,1370,334904,52,55871,134,0,0,0,497433879,6187177
3194494668217,180896,1370,376662,53,55914,135,0,0,0,497433879,5890643
3194494714233,182266,1370,413247,54,83628,136,0,0,0,497433879,5295782
3194494730591,183636,1370,445275,55,83674,137,0,0,0,497433879,4826943
3194494741122,185006,1370,473310,56,83690,138,0,0,0,497433879,4479748
3194494747710,186376,1370,497847,57,83701,139,0,0,0,497433879,4214404
3194494760244,187746,1370,519330,58,83707,140,0,0,0,497433879,4050722
3194494768564,189116,1370,538135,59,83720,141,0,0,0,497433879,3883157
3194494778824,190486,1370,552555,60,83728,142,0,0,0,497433879,3747461
3194494835690,191856,1370,565229,54,83479,143,0,0,0,497433879,3649663
3194494853495,200076,1370,576337,55,83536,149,0,0,0,497433879,3606609
3194566559979,200076,1370,657762,61,83554,150,0,0,0,497433879,3575130
3194566631538,200076,1370,729081,62,155260,151,0,0,0,497433879,3132561
3194566656468,200076,1370,791510,63,155332,152,0,0,0,497433879,2826133
3194566666367,200076,1370,846146,64,155357,153,0,0,0,497433879,2603226
3194566675276,200076,1370,893961,65,155367,154,0,0,0,497433879,2435135
3194566684637,200076,1370,935808,66,155376,155,0,0,0,497433879,2304888
3194566693804,200076,1370,972433,67,155385,156,0,0,0,497433879,2201819
3194566701848,200076,1370,983465,68,155394,157,0,0,0,497433879,2118891
3194566716202,200076,1370,988750,68,132622,158,7,0,0,497433879,615163
3194566727484,200076,1370,993386,48,128222,159,9,0,0,497433879,1019792
3194566735440,200076,1370,997450,49,128233,160,9,0,0,497433879,1015033
3194566744229,200076,1370,1001015,50,128241,161,9,0,0,497433879,1010897
3194566758781,200076,1370,1004149,51,128250,162,9,0,0,497433879,1007297
3194578498186,200076,1370,1018631,52,128264,163,15,0,0,497433879,1004153
3194598202632,200076,1370,1051007,53,140004,164,15,0,0,497442099,989877
3194598264824,200076,1370,1079398,54,159708,165,15,0,0,497442099,1084521
3194598285176,200076,1370,1104261,55,159770,166,15,0,0,497442099,1055996
