now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
3233144420337,1,1370,57248,0,0,1,0,0,1,722412195,18446744073709551615
3233156036268,38,1370,61552,0,0,2,0,0,1,722412232,3828954
3233163822640,1408,1370,61268,1,11460,3,0,0,1,722425932,3561216
3233163942614,2778,1370,61140,1,7410,4,0,0,0,722428672,3935496
3233163954946,4148,1370,61040,2,7530,5,0,0,0,722428672,4302257
3233163965831,5518,1370,60963,3,7542,6,0,0,0,722428672,4668414
3233164033819,6888,1370,60964,4,7553,7,0,0,0,722436892,5033873
3233164061710,8258,1370,60918,5,7621,8,0,0,0,722436892,5393346
3233164075908,9628,1370,60892,6,7649,9,0,0,0,722436892,5757247
3233164140707,10998,1370,60934,7,7663,10,0,0,0,722445112,6119687
3233168815308,12368,1370,65646,8,7728,11,0,0,0,722447852,6475202
3233168929697,13738,1370,69883,8,7728,12,0,0,0,722450592,6344331
3233176187857,15108,1370,73464,8,7728,13,0,0,0,722450592,6273342
3233176306813,16478,1370,76716,10,12365,14,0,0,0,722456072,6265926
3233176323302,17848,1370,79480,11,12484,15,0,0,0,722456072,6286042
3233176331534,19218,1370,81906,9,12358,16,0,0,0,722456072,6343231
3233176339181,20588,1370,84037,10,12366,17,0,0,0,722456072,6422972
3233176346756,23328,1370,85909,11,12374,19,0,0,0,722456072,6520937
3233176417539,24698,1370,87618,13,12381,20,0,0,0,722472512,6889150
3233176437510,27438,1370,89021,14,12452,22,0,0,0,722472512,7004953
3233176458922,30178,1370,90270,13,12362,24,0,0,0,722472512,6894552
3233195304865,32918,1370,110209,15,12383,26,0,0,0,722482102,7041985
3233195417580,35658,1370,127656,17,31229,28,0,0,0,722484842,5767949
3233195430510,38398,1370,138272,18,31277,30,0,0,0,722484842,5151344
3233195439424,41138,1370,140197,19,26615,32,0,0,0,722484842,4755843
3233195459673,42508,1370,141902,19,19252,33,0,0,0,722484842,4846894
